run_id,sweep_value,seed,duration_ms,ecosystem.Inter-DAO Proposal Count,ecosystem.Inter-DAO Proposal Success Rate,ecosystem.Collaboration Proposal Rate,ecosystem.Treaty Proposal Rate,ecosystem.Resource Sharing Rate,ecosystem.Joint Venture Rate,ecosystem.Inter-DAO Voting Participation,ecosystem.Cross-DAO Approval Alignment,ecosystem.Total Shared Budget,ecosystem.Resource Flow Volume,ecosystem.Ecosystem Treasury Total,dao-1.Proposal Pass Rate,dao-2.Proposal Pass Rate,dao-3.Proposal Pass Rate,dao-1.Voter Participation Rate,dao-2.Voter Participation Rate,dao-3.Voter Participation Rate,dao-1.Final Treasury,dao-2.Final Treasury,dao-3.Final Treasury,dao-1.Treasury Growth Rate,dao-2.Treasury Growth Rate,dao-3.Treasury Growth Rate
Inter-DAO Cooperation-asymmetric-treasury-run-052,asymmetric-treasury,958,2690,51,0.23529411764705882,0.23529411764705882,0.21568627450980393,0.3333333333333333,0.21568627450980393,103.31281491594233,0.5294117647058824,63555.15859089792,96510.19920827821,21966.780569631344,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-052,specialized-daos,1058,3094,76,0.2236842105263158,0.2631578947368421,0.3026315789473684,0.19736842105263158,0.23684210526315788,102.63020323787721,0.4605263157894737,227655.7556912303,40111.78778484464,23879.039216851204,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-052,isolated-daos,1158,2390,0,0,0,0,0,0,0,0,0,0,35645.35262920345,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-053,homogeneous-governance,759,3520,44,0.3181818181818182,0.3409090909090909,0.22727272727272727,0.20454545454545456,0.22727272727272727,91.67536284099023,0.5909090909090909,185447.22472317517,69565.22184074856,33831.61040885074,0.8571428571428571,0.8235294117647058,0.8333333333333334,0.321634363541121,0.3571934798015592,0.3534136546184739,11932.850814857187,11898.759593993558,9999.999999999996,1.1079948131132804,1.0472662704705757,1.0768668387567626
Inter-DAO Cooperation-heterogeneous-governance-run-053,heterogeneous-governance,859,3132,58,0.3103448275862069,0.13793103448275862,0.1896551724137931,0.3793103448275862,0.29310344827586204,106.05505802114975,0.5517241379310345,217047.90002666414,92104.77575892583,11994.600889899346,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-053,asymmetric-treasury,959,3063,63,0.19047619047619047,0.20634920634920634,0.25396825396825395,0.2698412698412698,0.2698412698412698,101.11758103604747,0.5079365079365079,135590.21389111876,34730.741321109235,23881.235528466124,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-053,specialized-daos,1059,2708,69,0.17391304347826086,0.391304347826087,0.13043478260869565,0.2028985507246377,0.2753623188405797,101.0313864311113,0.4492753623188406,252187.2210688889,47409.41512514837,23937.41448599766,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-053,isolated-daos,1159,2457,0,0,0,0,0,0,0,0,0,0,35821.75412901829,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-054,homogeneous-governance,760,3749,48,0.2708333333333333,0.25,0.3333333333333333,0.22916666666666666,0.1875,91.51531563216744,0.6458333333333334,136001.81956775486,66349.09367770888,35772.23947187289,0.6666666666666666,1,0.9444444444444444,0.3528399311531841,0.3049698795180723,0.35876840696117807,11909.035398262818,11942.566868750007,11920.637204860064,1.0460011663540556,1.1601999410685429,1.0517490999366852
Inter-DAO Cooperation-heterogeneous-governance-run-054,heterogeneous-governance,860,2847,42,0.11904761904761904,0.2619047619047619,0.23809523809523808,0.2857142857142857,0.21428571428571427,94.84835371637563,0.4523809523809524,104434.65824238956,19446.90635544248,20150.602438849062,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-054,asymmetric-treasury,960,2788,36,0.3611111111111111,0.2222222222222222,0.25,0.16666666666666666,0.3611111111111111,98.08452508900926,0.5555555555555556,233818.71093064547,24339.46912875399,33357.87426069949,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-054,specialized-daos,1060,3420,75,0.18666666666666668,0.21333333333333335,0.2,0.26666666666666666,0.32,74.2993837194417,0.6133333333333333,218496.97857163846,31043.3013481088,21975.563101148637,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-054,isolated-daos,1160,2444,0,0,0,0,0,0,0,0,0,0,35750.42549927358,,,,,,,,,,,,
